"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"757",757,60,"RL",0.68,107.69,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",0.2,"Unf",0,8.46,8.66,"GasA","Ex","Y","SBrkr",866,902,0,17.68,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",2007,"RFn",2,5.78,"TA","TA","Y",1.44,1.05,0,0,0,0,"None","None","None",0,4,2009,"WD","Normal",212000
"758",758,60,"RL",0.69,116.16,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",328,"TA","TA","CBlock","TA","TA","Mn","Rec",4.38,"Unf",0,2.34,6.72,"GasA","TA","Y","SBrkr",672,714,0,13.86,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Fin",2,4.4,"TA","TA","Y",3.35,0,0,0,0,0,"None","GdPrv","None",0,4,2010,"WD","Abnorml",158900
"759",759,160,"FV",0.24,22.8,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",360,"TA","TA","PConc","Gd","TA","No","ALQ",5.49,"Unf",0,1.95,7.44,"GasA","Gd","Y","SBrkr",757,744,0,15.01,0,0,2,1,3,1,"TA",6,"Typ",0,"None","Detchd",1999,"Unf",2,4.4,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,8,2008,"WD","Normal",179400
"761",761,20,"RL",0.7,91,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",6.12,"Unf",0,2.52,8.64,"GasA","Ex","Y","SBrkr",864,0,0,8.64,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",2008,"Unf",1,3,"Ex","Ex","Y",0,0,0,0,0,0,"None","None","Shed",450,10,2009,"WD","Normal",127500
"763",763,60,"FV",0.72,86.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",0.24,"Unf",0,7.32,7.56,"GasA","Ex","Y","SBrkr",764,783,0,15.47,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",2009,"Unf",2,6.14,"TA","TA","Y",1.69,0.45,0,0,0,0,"None","None","None",0,6,2010,"Con","Normal",215200
"767",767,60,"RL",0.8,104.21,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",42,"TA","TA","CBlock","Gd","TA","No","GLQ",3.94,"Unf",0,5.86,9.8,"GasA","TA","Y","SBrkr",980,734,0,17.14,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1988,"Unf",2,4.96,"TA","TA","Y",2.28,0.66,1.56,0,0,0,"None","MnPrv","Shed",500,3,2010,"WD","Normal",196500
"768",768,50,"RL",0.75,125.08,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",6,7,1940,1985,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","ALQ",6.6,"Unf",0,3.23,9.83,"GasA","Ex","Y","SBrkr",983,767,0,17.5,1,0,2,0,4,1,"TA",7,"Mod",0,"None","Attchd",1989,"Unf",1,4.23,"TA","TA","Y",2.45,0,1.56,0,0,0,"None","None","Shed",1300,7,2008,"WD","Normal",160000
"769",769,20,"RL",0.7,91,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0.24,"Unf",0,18.36,18.6,"GasA","Ex","Y","SBrkr",1836,0,0,18.36,0,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"Fin",2,4.84,"TA","TA","Y",1.2,0.33,0,0,0,0,"None","None","None",0,10,2006,"WD","Normal",216837
"771",771,85,"RL",0.69,72.52,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,5,1982,1982,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",6.85,"Unf",0,1.73,8.58,"GasA","TA","Y","SBrkr",858,0,0,8.58,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1983,"Unf",2,5.76,"TA","TA","Y",1.2,0,0,0,0,0,"None","None","None",0,4,2009,"WD","Normal",134900
"773",773,80,"RL",0.94,78.19,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",4.22,"BLQ",1.27,4.8,10.29,"GasA","TA","Y","SBrkr",1117,0,0,11.17,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Detchd",1976,"Unf",2,6.72,"TA","TA","Y",1.44,0,0,0,0,0,"None","MnPrv","None",0,3,2010,"WD","Abnorml",107000
"774",774,20,"RL",0.7,101.5,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1958,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",1,"TA","TA","CBlock","TA","TA","No","Rec",4.56,"Unf",0,4.56,9.12,"GasA","Ex","Y","FuseA",912,0,0,9.12,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Attchd",1958,"RFn",1,2.75,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,7,2007,"COD","Normal",114500
"776",776,120,"RM",0.32,45,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",320,"TA","TA","PConc","Ex","TA","No","GLQ",8.66,"Unf",0,3.38,12.04,"GasA","Ex","Y","SBrkr",1204,0,0,12.04,1,0,2,0,2,1,"TA",5,"Typ",0,"None","Attchd",1998,"Fin",2,4.12,"TA","TA","Y",0,2.47,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",162000
"777",777,20,"RL",0.86,112.1,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",0.2,"Unf",0,15.94,16.14,"GasA","Ex","Y","SBrkr",1614,0,0,16.14,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2005,"RFn",3,8.65,"TA","TA","Y",1.44,0.59,0,0,0,0,"None","None","None",0,7,2006,"New","Partial",221500
"778",778,20,"RL",1,133.5,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1974,1974,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",7.62,"Unf",0,1.02,8.64,"GasA","TA","Y","SBrkr",894,0,0,8.94,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Attchd",1974,"Unf",2,4.4,"TA","TA","Y",2.41,0,0,0,0,0,"None","MnPrv","None",0,6,2006,"WD","Normal",142500
"780",780,90,"RL",0.78,105.3,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",6,5,1977,1977,"Gable","CompShg","Plywood","ImStucc","BrkFace",90,"TA","TA","CBlock","Gd","TA","Gd","GLQ",9.75,"Unf",0,0,9.75,"GasA","TA","Y","SBrkr",1004,0,0,10.04,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd",1977,"Unf",2,5.04,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,5,2006,"WD","Normal",135000
"781",781,20,"RL",0.63,78.75,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",38,"TA","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,12.37,12.37,"GasA","Gd","Y","SBrkr",1253,0,0,12.53,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1995,"Fin",2,4.02,"TA","TA","Y",2.2,0.21,0,0,0,0,"None","None","None",0,6,2007,"WD","Normal",176000
"782",782,60,"RL",0.65,71.53,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","ALQ",3.87,"Unf",0,3.74,7.61,"GasA","Ex","Y","SBrkr",810,793,0,16.03,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",1992,"RFn",2,4.84,"TA","TA","Y",0,1.24,0,0,0,0,"None","None","None",0,7,2006,"WD","Normal",175900
"783",783,20,"RL",0.67,162.85,"Pave","None","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,14.13,14.13,"GasA","Ex","Y","SBrkr",1430,0,0,14.3,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2001,"RFn",2,6.05,"TA","TA","Y",0,0.33,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",187100
"784",784,85,"RL",0.69,91.01,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,6,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",104,"TA","Gd","PConc","Gd","TA","Av","GLQ",10.97,"Unf",0,0,10.97,"GasA","Ex","Y","SBrkr",1110,0,0,11.1,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",1978,"Fin",2,6.02,"TA","TA","Y",3.03,0.3,0,0,0,0,"None","None","None",0,7,2009,"WD","Normal",165500
"786",786,20,"RL",0.69,97.9,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1967,1967,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",2.51,"LwQ",6.3,4.91,13.72,"GasA","TA","Y","SBrkr",1342,0,0,13.42,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1967,"Unf",2,4.57,"TA","TA","Y",0,0,0,0,1.97,0,"None","None","None",0,9,2009,"WD","Normal",161500
"787",787,50,"RM",0.6,108,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","TA","No","LwQ",6.86,"Unf",0,0,6.86,"GasA","TA","Y","SBrkr",966,686,0,16.52,1,0,2,0,4,1,"TA",7,"Typ",0,"None","Detchd",1961,"Unf",1,4.16,"TA","TA","Y",0,0,1.96,0,0,0,"None","None","Shed",1200,6,2010,"WD","Normal",139000
"789",789,20,"RM",0.5,60,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,9.01,9.01,"GasA","Ex","Y","SBrkr",901,0,0,9.01,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1954,"Unf",1,2.81,"Fa","TA","Y",0,0,0,0,0,0,"None","None","None",0,8,2008,"WD","Normal",107900
"790",790,60,"RL",0.69,122.05,"Pave","None","IR1","Low","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,8,1966,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,"TA","TA","CBlock","TA","Fa","Gd","LwQ",5.68,"Unf",0,2.64,8.32,"GasA","Gd","Y","SBrkr",976,1111,0,20.87,0,0,2,1,5,1,"Gd",9,"Typ",0,"None","Attchd",1966,"Fin",2,4.44,"TA","TA","Y",1.33,1.68,0,0,0,0,"None","None","None",0,7,2007,"WD","Normal",187500
"791",791,120,"RL",0.43,31.82,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",11,"Gd","TA","PConc","Gd","TA","No","GLQ",0.16,"Unf",0,11.29,11.45,"GasA","Ex","Y","SBrkr",1145,0,0,11.45,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2005,"Fin",2,3.97,"TA","TA","Y",1,0.16,0,0,0,0,"None","None","None",0,9,2009,"WD","Normal",160200
"792",792,80,"RL",0.69,113.33,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",5.39,"Unf",0,4.9,10.29,"GasA","TA","Y","SBrkr",1062,0,0,10.62,1,0,1,0,3,1,"TA",5,"Typ",2,"TA","Attchd",1976,"RFn",2,5.39,"TA","TA","Y",1.2,0,0,0,0,0,"None","None","None",0,5,2007,"WD","Normal",146800
"794",794,20,"RL",0.76,91.58,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",140,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,14.96,14.96,"GasA","Ex","Y","SBrkr",1496,0,0,14.96,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2007,"Fin",2,4.74,"TA","TA","Y",1.68,1.3,0,0,0,0,"None","None","None",0,6,2007,"New","Partial",225000
"795",795,60,"RL",0.69,108.32,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1994,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.12,7.12,"GasA","Ex","Y","SBrkr",1086,809,0,18.95,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1994,"Fin",2,4.09,"TA","TA","Y",1.43,0.46,0,0,0,0,"None","None","Shed",500,10,2008,"WD","Normal",194500
"796",796,60,"RL",0.7,84,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,6,1980,1981,"Gable","CompShg","HdBoard","HdBoard","BrkFace",130,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,6.5,6.5,"GasA","TA","Y","SBrkr",888,676,0,15.64,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1980,"Unf",2,4.76,"TA","TA","Y",0,0.5,0,0,2.04,0,"None","MnPrv","None",0,4,2010,"WD","Normal",171000
"797",797,20,"RL",0.71,81.97,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",148,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,6.6,6.6,"GasA","Ex","Y","SBrkr",1285,0,0,12.85,0,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1977,"RFn",2,5.28,"TA","TA","Y",1.38,0,0,0,0,0,"None","MnPrv","None",0,4,2007,"WD","Normal",143500
"798",798,20,"RL",0.57,76.77,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1953,1953,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.7,"Unf",0,2.03,7.73,"GasA","Gd","Y","SBrkr",773,0,0,7.73,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd",1953,"Unf",1,2.4,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,4,2008,"WD","Abnorml",110000
"800",800,50,"RL",0.6,72,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,7,1937,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",252,"TA","TA","BrkTil","Gd","TA","No","ALQ",5.69,"Unf",0,1.62,7.31,"GasA","Ex","Y","SBrkr",981,787,0,17.68,1,0,1,1,3,1,"Gd",7,"Typ",2,"TA","Detchd",1939,"Unf",1,2.4,"TA","TA","Y",0,0,2.64,0,0,0,"None","MnPrv","None",0,6,2007,"WD","Normal",175000
"801",801,60,"RL",0.79,127.98,"Pave","None","IR1","HLS","AllPub","Inside","Mod","ClearCr","Feedr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",4.62,"Unf",0,1.54,6.16,"GasA","Gd","Y","SBrkr",616,1072,0,16.88,1,0,2,1,4,1,"Gd",8,"Typ",0,"None","Attchd",1997,"RFn",2,6.03,"TA","TA","Y",4.03,1.14,1.85,0,0,0,"None","None","Shed",400,5,2008,"WD","Normal",200000
"802",802,30,"RM",0.4,48,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,7,1916,1990,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",1.97,"Unf",0,9.99,11.96,"GasA","Ex","Y","FuseA",1196,0,0,11.96,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1957,"Unf",2,4.4,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,7,2007,"WD","Normal",109900
"803",803,60,"RL",0.63,81.99,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.48,"Unf",0,0.8,7.28,"GasA","Ex","Y","SBrkr",728,728,0,14.56,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,4.1,"TA","TA","Y",0.36,0.18,0,0,0,0,"None","None","None",0,10,2008,"WD","Normal",189000
"805",805,20,"RL",0.75,90,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",8.12,"Unf",0,1.24,9.36,"GasA","TA","Y","SBrkr",1128,0,0,11.28,0,0,1,0,2,1,"TA",5,"Min1",0,"None","Attchd",1954,"Unf",1,2.86,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,6,2006,"WD","Family",118000
"807",807,80,"RL",0.75,97.5,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1967,1967,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Av","ALQ",4,"Rec",4.8,1,9.8,"GasA","Gd","Y","SBrkr",980,0,0,9.8,0,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd",1967,"Fin",1,3.84,"TA","TA","Y",0.68,0,0,0,0,0,"None","None","None",0,10,2006,"WD","Normal",135500
"811",811,20,"RL",0.78,101.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1999,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,"TA","TA","CBlock","TA","TA","No","ALQ",6.63,"LwQ",3.77,0,10.4,"GasA","Fa","Y","SBrkr",1309,0,0,13.09,1,0,1,1,3,1,"Gd",5,"Typ",1,"Fa","Attchd",1974,"RFn",2,4.84,"TA","TA","Y",2.65,0,0,0,0,6.48,"Fa","GdPrv","None",0,1,2006,"WD","Normal",181000
"812",812,120,"RM",0.69,44.38,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Gd","GLQ",6.62,"Unf",0,1.86,8.48,"GasA","Ex","Y","SBrkr",848,0,0,8.48,1,0,1,0,1,1,"Gd",4,"Typ",1,"Gd","Attchd",2004,"Fin",2,4.2,"TA","TA","Y",1.4,0,0,0,0,0,"None","None","None",0,6,2008,"ConLD","Normal",144500
"814",814,20,"RL",0.75,97.5,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",243,"TA","TA","CBlock","TA","TA","No","Rec",6.08,"Unf",0,8.34,14.42,"GasA","Gd","Y","SBrkr",1442,0,0,14.42,0,0,1,1,4,1,"TA",7,"Typ",0,"None","Attchd",1958,"RFn",1,3.01,"TA","TA","Y",0,0,2.75,0,0,0,"None","None","Shed",500,4,2007,"COD","Normal",157900
"815",815,50,"RL",0.45,82.48,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1918,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.86,6.86,"GasW","Gd","Y","SBrkr",686,564,0,12.5,0,1,1,1,3,1,"Fa",7,"Typ",0,"None","Detchd",1955,"Unf",1,2.8,"TA","TA","P",2.07,0,0.96,0,0,0,"None","None","None",0,7,2006,"WD","Normal",116000
"817",817,20,"RL",0.69,114.25,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",4.86,"Unf",0,5.22,10.08,"GasA","Gd","Y","SBrkr",1008,0,0,10.08,0,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Attchd",1954,"RFn",1,2.75,"TA","TA","Y",0,0,1.2,0,0,0,"None","None","None",0,7,2006,"WD","Normal",137000
"819",819,80,"RL",0.8,88.16,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",80,"TA","TA","CBlock","TA","TA","Av","GLQ",5.04,"Unf",0,5.06,10.1,"GasA","Gd","Y","SBrkr",1052,0,0,10.52,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1971,"Unf",2,4.4,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,6,2010,"WD","Normal",155000
"821",821,60,"RL",0.72,72.26,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.98,7.98,"GasA","Ex","Y","SBrkr",798,842,0,16.4,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",2003,"RFn",2,5.95,"TA","TA","Y",0,0.45,0,0,0,0,"None","None","None",0,6,2008,"WD","Normal",183000
"823",823,60,"RL",0.69,123.94,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,8.47,8.47,"GasA","Ex","Y","SBrkr",847,886,0,17.33,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,4.33,"TA","TA","Y",1,0.48,0,0,0,0,"None","None","None",0,10,2007,"WD","Family",225000
"824",824,50,"RL",0.6,99,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,7.78,7.78,"GasA","TA","Y","SBrkr",944,545,0,14.89,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1940,"Unf",1,2.4,"TA","TA","Y",3.35,0,0,0,0,0,"None","GdWo","None",0,7,2009,"WD","Normal",139500
"827",827,45,"RM",0.5,61.3,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",7.84,"Unf",0,0,7.84,"GasA","Gd","Y","SBrkr",784,0,0,7.84,1,0,1,0,2,1,"Gd",5,"Typ",0,"None","None",1980,"None",0,0,"None","None","Y",0,0,1.16,0,0,0,"None","None","None",0,5,2008,"WD","Normal",109500
"828",828,20,"RL",0.65,85.29,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0.2,"Unf",0,14.34,14.54,"GasA","Ex","Y","SBrkr",1434,0,0,14.34,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",2,5.27,"TA","TA","Y",2.9,0.39,0,0,0,0,"None","None","None",0,4,2009,"WD","Normal",189000
